project,regime,algorithm,workers,reps,median_s,mean_s,std_s,run_cv,planned_s,planned_to_exec_ratio,overhead_us,overhead_share_pct,native_s,seq_s,vs_rr_pct,vs_qty_pct,vs_lpt_pct,vs_native_pct,exec_success_count,exec_error_count,result_dir
cli,cold,Quantity,8,5,208.351533938,210.507017584,4.581260955,0.021762984472343823,4.461999998,0.021415729050153164,19.52,9.368781516054805e-06,60.149271135,390.765237475,2.042732814058803,0.0,7.92703521349868,-246.39078746336332,5,0,20260705-183645
cli,cold,Round-Robin,8,5,212.696352117,214.682798912,4.403720083,0.020512682456711943,4.041,0.01899891540113075,12.531,5.891497374203648e-06,60.149271135,390.765237475,0.0,-2.0853305453910984,6.007009554758578,-253.61418036075762,5,0,20260705-183645
cli,warm,FFD-Multifit,2,5,112.156988378,112.311243636,0.651764989,0.005803203382845319,6.963499999,0.06208708079367363,283.88,0.0002531095066882913,70.308009142,137.960627566,-68.47638105096095,-76.17373025969921,-74.50111023669528,-59.5223499380821,5,0,20260707-131039
cli,warm,LPT,2,5,64.272936846,64.211699533,0.158541825,0.0024690488828834284,6.963999999,0.10835042462251206,79.94,0.00012437583207305241,70.308009142,137.960627566,3.4525449021856254,-0.9585154047072578,0.0,8.583762176811275,5,0,20260707-131039
cli,warm,Quantity,2,5,63.662719869,63.641144927,0.245494611,0.0038574826282838912,8.621499998,0.1354246255224506,17.55,2.7567153957784044e-05,70.308009142,137.960627566,4.36918103362603,0.0,0.9494151145793952,9.451681755884476,5,0,20260707-131039
cli,warm,Round-Robin,2,5,66.571342332,66.617679084,0.180012038,0.002702166158821265,8.623499999,0.12953772144165993,12.19,1.8311182519359267e-05,70.308009142,137.960627566,0.0,-4.5688001847629645,-3.5760081906744983,5.314710024647567,5,0,20260707-131039
cli,warm,FFD-Multifit,4,5,100.452448619,100.458996375,0.102649953,0.0010218094616117948,3.482,0.03466316697969869,385.02,0.0003832858285618492,36.619401988,137.960627566,-179.1262858336592,-166.52226678717773,-163.65648509646982,-174.31482538114022,5,0,20260707-131039
cli,warm,LPT,4,5,38.099745046,38.104126179,0.093267614,0.002447703788347252,3.483,0.09141793457659034,62.0,0.00016273074773897792,36.619401988,137.960627566,-5.867407635176938,-1.0869376831976425,0.0,-4.042510193053136,5,0,20260707-131039
cli,warm,Quantity,4,5,37.690077392,37.86808567,0.284379579,0.007509742675619124,7.049999998,0.18705188436403727,11.02,2.9238464769878867e-05,36.619401988,137.960627566,-4.72906793057783,0.0,1.075250381611184,-2.9237927051644763,5,0,20260707-131039
cli,warm,Round-Robin,4,5,35.988172278,36.109319135,0.316558436,0.008766668649068119,4.5565,0.12661104222804453,14.81,4.115240942384154e-05,36.619401988,137.960627566,0.0,4.515525654933362,5.542222829708124,1.723757559467657,5,0,20260707-131039
cli,warm,FFD-Multifit,8,5,82.09714818,82.086825392,0.426079624,0.005190596931545178,3.019,0.036773506351046065,591.25,0.0007201833597236167,20.119313099,137.960627566,-298.3883810688556,-289.33604985885756,-177.55205023248345,-308.0514467667414,5,0,20260707-131039
